Date,Open,High,Low,Close,Volume,RSI,MACD,MACD_SIGNAL,MACD_HIST,MACD_HIST_STD_60,BB_MID,BB_UPPER,BB_LOWER,BB_PCT_B,MA_50,MA_200,MA_CROSS,VOL_MA_20,VOL_RATIO
2025-09-23 00:00:00-04:00,254.93828225227924,256.3929004583055,252.64674396870498,253.4936065673828,60275200,,0.0,0.0,0.0,,,,,,,,,,
2025-09-24 00:00:00-04:00,254.28068708944184,254.7987775332095,250.11606329601622,251.3813934326172,42303700,,-0.16849563468218776,-0.033699126936437555,-0.1347965077457502,,,,,,,,,,
2025-09-25 00:00:00-04:00,252.27807316346954,256.2235051645742,250.78359387864086,255.92459106445312,55202100,,0.06383261800311857,-0.014192777948526332,0.0780253959516449,,,,,,,,,,
2025-09-26 00:00:00-04:00,253.16481067495934,256.6519291955366,252.84598111295833,254.51980590820312,46076300,,0.13306610701008026,0.015258999043194985,0.11780710796688527,,,,,,,,,,
2025-09-29 00:00:00-04:00,253.6231329894407,254.06151607705354,252.07883445903423,253.4936065673828,40127700,,0.10393039050271113,0.032993277335098214,0.07093711316761292,,,,,,,,,,
2025-09-30 00:00:00-04:00,253.92202035086734,254.97811672142575,252.17846100632588,253.69287109375,37704300,,0.09581461596351915,0.045557545060782405,0.05025707090273674,,,,,,,,,,
2025-10-01 00:00:00-04:00,254.10134722927504,257.83756097799323,253.9917514638179,254.5098419189453,48713900,,0.15353566053141776,0.06715316815490947,0.08638249237650829,,,,,,,,,,
2025-10-02 00:00:00-04:00,255.63569123318152,257.22980880920034,253.21464169746508,256.1836853027344,42630200,,0.3305349749477955,0.11982952951348669,0.2107054454343088,,,,,,,,,,
2025-10-03 00:00:00-04:00,253.73271197999827,258.2858846694617,253.01536064819075,257.07037353515625,49155600,,0.5361758355532515,0.20309879072143966,0.3330770448318119,,,,,,,,,,
2025-10-06 00:00:00-04:00,257.0404883747525,258.1165305885388,254.1113214696764,255.7452850341797,44664100,,0.5854751383935479,0.27957406025586135,0.3059010781376866,,,,,,,,,,
2025-10-07 00:00:00-04:00,255.86484387966763,256.45266881763376,254.48991791397023,255.53607177734375,31955800,,0.6007384903482489,0.34380694627433883,0.25693154407391006,,,,,,,,,,
2025-10-08 00:00:00-04:00,255.57591915435188,257.5685585594684,255.16742442767125,257.1102600097656,36496900,,0.7314272035504246,0.421330997729556,0.31009620582086855,,,,,,,,,,
2025-10-09 00:00:00-04:00,256.8611554198282,257.0504585775582,252.2083446799687,253.1050262451172,38322000,,0.5059774653915667,0.4382602912619582,0.06771717412960854,,,,,,,,,,
2025-10-10 00:00:00-04:00,254.00171816056968,255.436420799504,243.10197943699816,244.3673095703125,61999100,,-0.37344890141693554,0.27591845272617943,-0.649367354143115,,,,,,,,,,
2025-10-13 00:00:00-04:00,248.46219085423505,248.7710475029622,244.6562426215344,246.74851989746094,38142900,23.353806151119798,-0.8682482350537271,0.047085115170198144,-0.9153333502239251,,,,,,,,,,
2025-10-14 00:00:00-04:00,245.69243161385845,247.9341508249242,243.79941515849077,246.85812377929688,35478000,23.62981638258435,-1.2372736342517214,-0.2097866347141858,-1.0274869995375355,,,,,,,,,,
2025-10-15 00:00:00-04:00,248.57177456170203,250.89320098009676,246.55920477705152,248.4223175048828,33893600,27.634912706206194,-1.3875171269184818,-0.445332733155045,-0.9421843937634369,,,,,,,,,,
2025-10-16 00:00:00-04:00,247.33633482463924,248.1234206007849,244.2278226113223,246.53927612304688,39777000,25.875635926081088,-1.639631231383106,-0.6841924328006572,-0.9554387985824488,,,,,,,,,,
2025-10-17 00:00:00-04:00,247.1072067041429,252.4474806979352,246.3599669580113,251.36148071289062,49147000,36.94594066154063,-1.4337939814874403,-0.8341127425380139,-0.5996812389494264,,,,,,,,,,
2025-10-20 00:00:00-04:00,254.94822099113512,263.4069798400544,254.68918336894043,261.27484130859375,90483000,52.613820870071486,-0.46537655605456507,-0.7603655052413243,0.2949889491867592,0.4903681160006329,252.86691436767578,261.5621503063374,244.17167842901412,0.9834789418153573,,,,46127420.0,1.9615881399826827
2025-10-21 00:00:00-04:00,260.9161783410852,264.3136317818121,260.86634411857244,261.8028869628906,46695900,53.279764496784324,0.340781781662173,-0.540136047860625,0.880917829522798,0.5284417795558296,253.28237838745116,262.8536128589223,243.71114391598005,0.9451102206740642,,,,45448455.0,1.0274474676861953
2025-10-22 00:00:00-04:00,261.6833338430701,261.882609922878,254.4899051977633,257.4988098144531,45015300,47.42887547397413,0.6251585782126199,-0.307077122645976,0.9322357008585959,0.5609423155904674,253.58824920654297,263.29374331238546,243.88275510070045,0.7014611809179346,,,,45584035.0,0.9875233730405831
2025-10-23 00:00:00-04:00,258.98329410338334,259.66078406832133,257.06040475940137,258.6246032714844,32754900,49.00626778505003,0.9306434828718864,-0.05953300154240351,0.9901764844142898,0.5898514849732139,253.72324981689454,263.6384246931569,243.80807494063217,0.7471642465088562,,,,44461675.0,0.7366996407580236
2025-10-24 00:00:00-04:00,260.2287163700197,263.15789839957887,258.22610426270086,261.85272216796875,38253700,53.33042781020448,1.4168916422775055,0.23575192722157828,1.1811397150559273,0.6260590654693331,254.08989562988282,264.65040824686906,243.52938301289657,0.8675402331132901,,,,44070545.0,0.8680105952853544
2025-10-27 00:00:00-04:00,263.90514984178776,268.1295353654346,263.67598537979285,267.8206787109375,44888200,60.07149720151264,2.2577846920512172,0.6401584801875061,1.617626211863711,0.6893941269700621,254.80624923706054,267.01199956908664,242.60049890503444,1.0331269737563369,,,,44308570.0,1.0130816679482095
2025-10-28 00:00:00-04:00,267.9999758056659,268.896687690681,267.16307106420925,268.00994873046875,41534800,60.26750873785586,2.9059727560581337,1.0933213353616318,1.8126514206965019,0.7541543704593556,255.5221031188965,269.05962022286604,241.98458601492695,0.9612310187926003,,,,44500095.0,0.9333642995593605
2025-10-29 00:00:00-04:00,268.28896033752676,270.41112610592455,266.126933268734,268.7074279785156,51086700,61.02678356805765,3.436335278915635,1.5619241240724326,1.8744111548432025,0.8091316682273414,256.231982421875,270.98079361954956,241.48317122420042,0.9229305463821934,,,,44618735.0,1.1449607435083042
2025-10-30 00:00:00-04:00,270.98897852374654,273.131090148023,267.49191714200913,270.4011535644531,69886500,62.881754414850086,3.947812968591961,2.0391018929763387,1.9087110756156225,0.8549410360305054,256.94285583496094,272.99482117686745,240.89089049305446,0.9192102787051535,,,,45981550.0,1.5198813437128587
2025-10-31 00:00:00-04:00,275.9705701844509,276.29937269597025,268.16940070155243,269.37493896484375,86167100,60.987698025208964,4.221690757758779,2.475619665932827,1.7460710918259519,0.8819283458747543,257.55808410644534,274.5465128155351,240.56965539735555,0.8477912837246608,,,,47832125.0,1.801448294425556
2025-11-03 00:00:00-05:00,269.42476736726525,269.8531775103368,265.2701011373342,268.0597839355469,50194600,58.553561059282735,4.283244285307319,2.8371445898077257,1.4460996954995933,0.8897476851431252,258.1738090515137,275.7674621366627,240.58015596636463,0.780952876477315,,,,48108650.0,1.0433591464320866
2025-11-04 00:00:00-05:00,267.3424445625432,270.49081837885313,266.6350661079627,269.0461730957031,49274800,59.84795497959754,4.361344397612129,3.1419845513686067,1.2193598462435222,0.8877398855918214,258.8493141174316,277.0437232487696,240.6549049860936,0.7802195692276833,,,,48974600.0,1.0061297080527458
2025-11-05 00:00:00-05:00,267.6214146886098,270.7000692568828,265.94760492323326,269.14581298828125,43683100,59.983906345777356,4.3807804952918445,3.3897437401532544,0.9910367551385901,0.8794187233171115,259.4510917663574,278.1912784773075,240.71090505540735,0.7586612762043377,,,,49333910.0,0.8854578929584134
2025-11-06 00:00:00-05:00,266.90407480138714,272.3937751745226,266.90407480138714,268.7771301269531,51204000,59.18537005885036,4.3166741840769305,3.57512982893799,0.7415443551389407,0.8673351538736951,260.23469696044924,279.1672422738858,241.3021516470127,0.7256018148928254,,,,49978010.0,1.0245305885528455
2025-11-07 00:00:00-05:00,268.80702532983145,271.2878818962731,265.7881780523408,267.48193359375,48227400,56.34744111913503,4.113935052310296,3.6828908736124513,0.43104417869784495,0.854092709624582,261.3904281616211,279.02192035902294,243.75893596421926,0.6727450338272145,,,,49289425.0,0.9784532889154215
2025-11-10 00:00:00-05:00,268.2298525605972,272.98692304032335,266.733924572705,268.6985778808594,41312400,58.36691559096622,4.005265646595149,3.747365828208991,0.2578998183861576,0.8419608347563983,262.487931060791,278.9775675426125,245.9982945789695,0.6883197008895587,,,,49447900.0,0.835473296135933
2025-11-11 00:00:00-05:00,269.07757258136417,275.16101963639426,269.0675899882029,274.5028076171875,46208300,66.36202126798659,4.337497223401783,3.8653921072475494,0.4721051161542338,0.8298778174521456,263.8701652526855,279.4530065885665,248.28732391680458,0.8411650717388524,,,,49984415.0,0.9244541523592904
2025-11-12 00:00:00-05:00,274.2535066981436,274.9815360542478,270.9624767916609,272.7276611328125,48398000,62.414321113009095,4.406755323588982,3.973664750515836,0.4330905730731458,0.8182707773807016,265.085432434082,279.329176998331,250.84168786983304,0.7682661383128168,,,,50709635.0,0.9544142843859948
2025-11-13 00:00:00-05:00,273.36590026791555,275.9488963676571,271.3513946141157,272.2090759277344,49602800,61.267682362582185,4.369429313660078,4.052817663144685,0.31661165051539264,0.8073453585883482,266.3689224243164,277.9542096716526,254.78363517698017,0.7520504403013741,,,,51200925.0,0.968787184997146
2025-11-14 00:00:00-05:00,270.31420819279356,275.21088338895913,268.8681625557137,271.6705322265625,47431300,60.03421764700839,4.247430471443863,4.091740224804521,0.15569024663934172,0.7978319029190873,267.384375,276.78538909949515,257.9833609005048,0.727962493258716,,,,51115140.0,0.9279305505179092
2025-11-17 00:00:00-05:00,268.0903024129557,269.75575219797963,265.00869378967747,266.7339782714844,45018300,50.0811454823741,3.7096443909953223,4.015321058042682,-0.30567666704735963,0.7958437996124937,267.6573318481445,276.61814794266184,258.6965157536272,0.4484782654324818,,,,48841905.0,0.9217146628494527
2025-11-18 00:00:00-05:00,269.25705465795,269.97510130800674,264.59974924229334,266.7139892578125,45677300,50.04496529178832,3.244432305325404,3.8611433074992267,-0.6167110021738229,0.8017614598476188,267.90288696289065,276.44770987281765,259.35806405296364,0.4304316942778921,,,,48790975.0,0.9361833822751031
2025-11-19 00:00:00-05:00,264.80921977983166,271.47107967039307,264.77930243197466,267.83099365234375,40424500,52.126299375384406,2.9320820781640577,3.675331061632193,-0.7432489834681353,0.8105594659103875,268.4194961547852,275.42684777349365,261.4121445360767,0.45800820806035875,,,,48561435.0,0.8324403922577659
