model_name,ticker,date,close,buy_1_price,buy_2_price,stop_loss_pct,target_price,basis_buy_1,basis_buy_2,basis_target
price_model_1,NVDA,2026-09-16 00:00:00-04:00,213.8999938964844,213.36,189.8,-0.08,247.5,50일 이동평균,60일 최저가,손절가 대비 리스크 x2.0 (stop_loss_pct=-8.0%),0.4543478260869565,-0.35,False
price_model_1,META,2026-09-16 00:00:00-04:00,673.3099975585938,605.11,514.28,-0.08,701.93,50일 이동평균,볼린저 하단(20일),손절가 대비 리스크 x2.0 (stop_loss_pct=-8.0%),-0.7,-0.35,True
price_model_1,TSLA,2026-09-16 00:00:00-04:00,358.0799865722656,351.65,298.32,-0.08,407.91,50일 이동평균,60일 최저가,손절가 대비 리스크 x2.0 (stop_loss_pct=-8.0%),-0.2538461538461538,-0.35,False
price_model_1,AAPL,2026-09-17 00:00:00-04:00,337.0,319.62,274.91,-0.08,370.76,50일 이동평균,60일 최저가,손절가 대비 리스크 x2.0 (stop_loss_pct=-8.0%),0.2428571428571428,-0.35,False
price_model_1,MSFT,2026-09-17 00:00:00-04:00,497.75,479.84,352.17,-0.08,556.61,볼린저 하단(20일),60일 최저가,손절가 대비 리스크 x2.0 (stop_loss_pct=-8.0%),-0.7,-0.35,True
price_model_1,GOOGL,2026-09-17 00:00:00-04:00,347.3299865722656,345.58,317.49,-0.08,400.87,50일 이동평균,60일 최저가,손절가 대비 리스크 x2.0 (stop_loss_pct=-8.0%),-0.0809523809523809,-0.35,False
price_model_1,AMZN,2026-09-17 00:00:00-04:00,251.19000244140625,246.62,226.65,-0.08,286.08,볼린저 하단(20일),60일 최저가,손절가 대비 리스크 x2.0 (stop_loss_pct=-8.0%),-0.2538461538461538,-0.35,False
price_model_1,NVDA,2026-09-17 00:00:00-04:00,219.33999633789065,213.67,189.8,-0.08,247.86,50일 이동평균,60일 최저가,손절가 대비 리스크 x2.0 (stop_loss_pct=-8.0%),0.4543478260869565,-0.35,False
price_model_1,META,2026-09-17 00:00:00-04:00,682.3099975585938,606.69,518.21,-0.08,703.76,50일 이동평균,볼린저 하단(20일),손절가 대비 리스크 x2.0 (stop_loss_pct=-8.0%),-0.7,-0.35,True
price_model_1,TSLA,2026-09-17 00:00:00-04:00,366.2000122070313,351.09,298.32,-0.08,407.27,50일 이동평균,60일 최저가,손절가 대비 리스크 x2.0 (stop_loss_pct=-8.0%),-0.2538461538461538,-0.35,False
price_model_1,AAPL,2026-09-18 00:00:00-04:00,336.1300048828125,320.03,274.91,-0.08,371.23,50일 이동평균,60일 최저가,손절가 대비 리스크 x2.0 (stop_loss_pct=-8.0%),0.2428571428571428,-0.35,False
price_model_1,MSFT,2026-09-18 00:00:00-04:00,493.7799987792969,482.06,352.17,-0.08,559.19,볼린저 하단(20일),60일 최저가,손절가 대비 리스크 x2.0 (stop_loss_pct=-8.0%),-0.7,-0.35,True
price_model_1,GOOGL,2026-09-18 00:00:00-04:00,349.5400085449219,345.4,317.49,-0.08,400.66,50일 이동평균,60일 최저가,손절가 대비 리스크 x2.0 (stop_loss_pct=-8.0%),-0.0809523809523809,-0.35,False
price_model_1,AMZN,2026-09-18 00:00:00-04:00,253.7100067138672,246.39,226.65,-0.08,285.81,볼린저 하단(20일),60일 최저가,손절가 대비 리스크 x2.0 (stop_loss_pct=-8.0%),-0.2538461538461538,-0.35,False
price_model_1,NVDA,2026-09-18 00:00:00-04:00,222.2700042724609,214.07,189.8,-0.08,248.32,50일 이동평균,60일 최저가,손절가 대비 리스크 x2.0 (stop_loss_pct=-8.0%),0.4543478260869565,-0.35,False
price_model_1,META,2026-09-18 00:00:00-04:00,665.75,607.38,525.84,-0.08,704.56,50일 이동평균,볼린저 하단(20일),손절가 대비 리스크 x2.0 (stop_loss_pct=-8.0%),-0.7,-0.35,True
price_model_1,TSLA,2026-09-18 00:00:00-04:00,364.2699890136719,350.25,298.32,-0.08,406.28,50일 이동평균,60일 최저가,손절가 대비 리스크 x2.0 (stop_loss_pct=-8.0%),-0.2538461538461538,-0.35,False
